"Title","Author","Price","Genre","Stock","Status","Condition","Format","Special Feature","Synopsis","ISBN","Publisher"
"Damage","Francis, Felix","89.0","Fiction / Thrillers / Suspense","","","","","","The stakes are higher than ever in Damage, the fourth solo novel from Top Ten bestseller Felix Francis. Jeff Hinkley, undercover investigator for the British Horseracing Authority, is looking into the shady activities of a racehorse trainer. But as he's tailing his quarry through the Cheltenham Racing Festival, the last thing he expects to witness is a gruesome murder. Could it have something to do with the reason the trainer was banned in the first place - the administration of illegal drugs to his horses? Days later, it's discovered that many more horses test positive for prohibited stimulants, a scandal that could throw horse-racing into disrepute. It's no surprise when the BHA receives a demand - pay up or face the consequences. In order to limit the damage to the sport, it's critical that Jeff find the perpetrator . . . but he'll soon learn he's up against someone who will stop at nothing to prevail . . . Praise for Dick Francis and Felix Francis: 'From winning post to top of the bestseller list, time after time' Sunday Times 'The Francis flair is clear for all to see' Daily Mail 'The master of suspense and intrigue' Country Life","'9781405915199","National Geographic Books"
"Outsiders, The","Seymour, Gerald","89.0","Fiction / General / Fiction / Action & Adventure / Fiction / Thrillers / Espionage / Fiction / Thrillers / Suspense / Fiction / War & Military","","","","","","Winnie Monks has never forgotten - or forgiven - the death of a young agent on her team at the hands of a former Russian Army Major turned gangster. Now, years later, she hears the Major is travelling to a villa on the Costa del Sol and she asks permission to send in a surveillance unit. They find an empty property near the Major's. The Villa Paraiso. It's perfect to spy from - and as a base for Winnie's darker, less official, plans. But it turns out that the property isn't deserted. The owners have invited a young British couple to 'house sit' while they are away. For Jonno and Posie, just embarking on a relationship, this is supposed to be a carefree break in the sun. But when the Secret Service team arrives in paradise, everything changes.","'9781444705904","Hodder & Stoughton"
"Gerda Taro","Rogoyska, Jane","150.0","Photojournalists / Biography / History / Photography / ","","","","","","","'9780099575856","Penguin Random House"
"Eclipse","Meyer, Stephenie","170.0","Cullen, Edward (Fictitious character)","","","","","","Bella?' Edward's soft voice came from behind me. I turned to see him spring lightly up the porch steps, his hair windblown from running. He pulled me into his arms at once, and kissed me again. His kiss frightened me. There was too much tension, too strong an edge to the way his lips crushed mine - like he was afraid we had only so much time left to us. As Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge, Bella once again finds herself surrounded by danger. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob - knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation approaching, Bella has one more decision to make: life or death. But which is which? Following the international bestsellers Twilight and New Moon, Eclipse is the much-anticipated third book in Stephenie Meyer's captivating saga of vampire romance.","'9781904233916","Atom"
"Black Book, The","Rankin, Ian","75.0","Fiction / General / Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Police Procedural","","","","","","The 5th Inspector Rebus novel from the award-winning No.1 bestselling author.","'9780752883571","Orion"
"Mortal Causes","Rankin, Ian","75.0","Fiction / General / Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Police Procedural / Fiction / Mystery & Detective / Traditional","","","","","","Detective and mystery stories. It is August in Edinburgh and the Festival is in full swing... A brutally tortured body is discovered in one of the city's ancient subterranean streets and marks on the corpse cause Rebus to suspect the involvement of sectarian activists. The prospect of a terrorist atrocity in a city heaving with tourists is almost unthinkable. When the victim turns out to be the son of a notorious gangster, Rebus realises he is sitting atop a volcano of mayhem - and it's just about to erupt.","'9780752883588","Orion"
"Rather be the Devil","Rankin, Ian","75.0","Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Police Procedural / Fiction / Mystery & Detective / International Crime & Mystery / Fiction / Mystery & Detective / Private Investigators / Fiction / Thrillers / Crime / Fiction / Crime","","","","","","John Rebus, now a couple of years into his retirement finds himself drawn into a cold case from the 1970s involving a female socialite, found dead in a bedroom in one of Edinburgh's most luxurious hotels. It's a crime over forty years old, but no one was ever found guilty. Now, Rebus has his own reasons to investigate ... but it is going to set him against some very dangerous people.","'9781409159421","Orion Publishing Group, Limited"
"Hornet's Nest","Cornwell, Patricia Daniels|Cornwell, Patricia","50.0","Fiction / Mystery & Detective / General / Fiction / Mystery & Detective / Women Sleuths / Fiction / Thrillers / Suspense / Fiction / Thrillers / Crime / Fiction / Crime / Fiction / Southern","","","","","","Hornet's Nest is the first book in the Andy Brazil series, from bestselling author Patricia Cornwell. Deputy Chief Virginia West likes and respects her boss, Hammer, but with an increasing number of visiting businessmen being murdered in her city by a maniac with a penchant for painting his victims bright orange, she finds it hard to accept Hammer's edict that a rookie reporter should ride on patrol with her to better relations with their citizens. Her worst fears are confirmed when the reporter, Brazil, presses the button to activate the boot-release rather than the siren on their first outing. He's not the only blight on her life right now: her cat's angsty, her hormones are misbehaving, her opposite number in the uniformed division is behaving like a jackass, the radio despatcher is determined to trip her up, the D.A. is in the middle of a hot battle with the trial schedule. And orange coloured corpses keep turning up on her patch. A realistic and entertaining thriller which throws an ironic light on how to police a city.","'9780751520262","Warner Books"
"Codex","Grossman, Lev","50.0","Fiction / General / Fiction / Psychological / Fiction / Thrillers / Suspense","","","","","","A long lost library. A priceless manuscript. A deadly secret... About to depart on his first vacation in years, Edward Wozny, a young hot-shot banker, is sent to help one of his firm's most important and mysterious clients. When asked to unpack and organise a personal library of rare books, Edward's indignation turns to intrigue as he realises that among the volumes there may be hidden a unique medieval codex, a treasure kept sealed away for many years and for many reasons. Edward's intrigue becomes an obsession that only deepens as friends draw him into a peculiar and addictive computer game, as mystifying parallels between the game's virtual reality and the legend of the codex emerge and the lines between reality, fantasy and mysterious legend start to blur ...","'9780099491224","Arrow"
"Echo, The","Walters, Minette","50.0","Fiction / Mystery & Detective / General","","","","","","Minette Walters has had an illustrious career, in the respect that her first three novels won a major prize, and The Sculptress was adapted as a major BBC drama. The Echo is her latest novel in the crime genre.","'9780330346801","Pan Books"
"Subtle Knife, The","Pullman, Philip","150.0","Fiction / Science Fiction / General / Juvenile Fiction / Action & Adventure / General / Juvenile Fiction / Animals / General / Juvenile Fiction / Fantasy & Magic","","","","","","Will is on the run. He's killed a man and now he must flee Oxfordand attempt to find his father-an explorer who sought the North Pole and who never returned from his expedition. Will's search for his father leads him to another world, where he encounters a girl and her wildcat daemon...Lyra. After crossing the abyss between the worlds, Lyra finds herself thrown together with Will, in a beautiful but eerily deserted city. It is a city haunted by Spectres-soul-destro ghostly forms that prey on adults, leaving aworld dominated by orphaned children. But even in another world Will cannot evade those who seek to destroy him, and thus the journey continues-Lyra and Will's destinies are intertwined and their","'9780439994132","Scholastic"
